Algorithm/Number of Elements, 512, 1024, 2048, 4096, 8192, 16384
Selection Sort, 0.005015214284261067, 0.021645625432332356, 0.08759586016337077, 0.4133479595184326, 1.4556738535563152, 5.9345777829488116
Insertion Sort, 0.0046710968017578125, 0.02248803774515788, 0.0878744125366211, 0.3455379009246826, 1.4442866643269856, 6.063184976577759
Bubble Sort, 0.01212167739868164, 0.054147799809773765, 0.2301632563273112, 0.9241798718770345, 3.5885743300120034, 14.89827275276184
Merge Sort, 0.0008360544840494791, 0.0016786257425944011, 0.003875096638997396, 0.011383374532063803, 0.023807366689046223, 0.04418094952901205
Heap Sort, 0.001186688741048177, 0.0026602745056152344, 0.006272315979003906, 0.013098001480102539, 0.03000179926554362, 0.06579987208048503
Quick Sort, 0.0011684099833170574, 0.0013821919759114583, 0.0035107930501302085, 0.00893704096476237, 0.01609635353088379, 0.03782335917154948
